#designation	ra	dec	w1	w1_err	h	h_err	k	k_err	Halpha_type	objtype_Hou	objtype_SIMBAD
J035651.00+521526.2	59.212503	52.257304	12.127	0.023	12.373	0.034	12.289	0.031	VI	CBe	-
J052826.20+363744.0	82.109196	36.628898	11.772	0.023	11.905	0.030	11.870	0.027	VI	CBe	-
J053010.47+370801.3	82.543649	37.133695	11.268	0.023	11.414	0.016	11.345	0.014	VI	CBe	-
J053054.36+362146.2	82.726526	36.362846	10.254	0.023	10.386	0.016	10.319	0.016	VI	CBe	Star
J065340.34+104201.3	103.4181187	10.7003782	12.468	0.039	12.535	0.036	12.463	0.039	VI	CBe	-
J065159.09+133125.6	102.99624	13.523779	12.881	0.023	13.011	0.026	12.994	0.034	VI	CBe	-
J045639.87+414000.2	74.166154	41.666726	12.673	0.025	12.838	0.029	12.751	0.027	VI	CBe	-
J044819.40+440604.4	72.080838	44.101225	12.722	0.025	12.802	0.031	12.742	0.028	VI	CBe	-
J045327.46+434835.7	73.364447	43.809931	12.656	0.026	12.825	0.024	12.773	0.033	VI	CBe	-
J045353.62+451313.8	73.473457	45.220512	11.764	0.023	12.024	0.031	11.917	0.025	VI	CBe	-
J064725.59+114123.3	101.85665	11.689823	11.928	0.024	11.982	0.024	11.913	0.021	VI	CBe	StarinCluster
J064750.00+110915.5	101.95837	11.154312	12.903	0.024	12.950	0.021	12.885	0.029	VI	CBe	-
J064743.38+151752.9	101.93079	15.298045	11.992	0.024	12.138	0.036	12.103	0.022	VI	CBe	Star
J044548.48+384518.9	71.452023	38.755273	10.904	0.022	11.093	0.019	11.011	0.019	VI	CBe	-
J064750.00+110915.5	101.95837	11.154312	12.903	0.024	12.950	0.021	12.885	0.029	VI	CBe	-
J051658.56+391250.9	79.244017	39.214163	10.083	0.024	10.588	0.031	10.328	0.025	VI	CBe	Emission-lineStar
J053534.71+394101.5	83.894663	39.683773	11.504	0.022	11.562	0.017	11.534	0.019	VI	CBe	-
J052935.02+412122.2	82.395945	41.356186	10.184	0.023	10.228	0.030	10.196	0.019	VI	CBe	Star
J053229.16+413904.7	83.121501	41.651333	11.036	0.022	11.100	0.016	11.064	0.014	VI	CBe	Star
J063316.81+043028.1	98.320048	4.507829	9.988	0.023	10.544	0.027	10.321	0.023	VI	CBe	StarinCluster
J064555.24+032445.3	101.48018	3.412602	12.466	0.023	13.140	0.069	12.978	0.051	VI	CBe	-
J064636.73+052730.7	101.65306	5.4585316	12.620	0.024	12.762	0.026	12.682	0.027	VI	CBe	-
J064312.30+062617.2	100.80126	6.438135	10.948	0.023	11.051	0.024	10.964	0.019	VI	CBe	Star
J063150.43+055822.3	97.960159	5.972879	11.469	0.024	11.584	0.023	11.534	0.026	VI	CBe	-
J053011.82+362411.3	82.549269	36.403156	11.931	0.024	12.109	0.017	12.021	0.018	VI	CBe	-
J051203.81+373742.0	78.015876	37.628343	11.645	0.023	11.838	0.019	11.747	0.018	VI	CBe	-
J053004.58+381720.0	82.519086	38.288897	12.047	0.023	12.408	0.021	12.277	0.021	VI	CBe	-
J063701.44+051307.1	99.256038	5.218657	10.763	0.023	10.895	0.022	10.834	0.023	VI	CBe	StarinCluster
J063646.29+044156.8	99.192905	4.699128	12.605	0.025	12.873	0.030	12.659	0.026	VI	CBe	-
J064750.86+043840.8	101.96192	4.6446841	13.097	0.024	13.275	0.031	13.188	0.038	VI	CBe	-
J064418.48+043036.9	101.07701	4.510252	10.779	0.021	10.954	0.023	10.864	0.023	VI	CBe	Star
J064124.28+064913.5	100.3512	6.8204244	12.540	0.025	12.624	0.024	12.543	0.026	VI	CBe	-
J063922.10+021541.1	99.842121	2.2614222	12.167	0.023	12.360	0.022	12.208	0.021	VI	CBe	-
J064339.78+063417.8	100.91576	6.5716334	12.952	0.025	13.235	0.041	13.183	0.048	VI	CBe	-
J064713.21+052357.6	101.80505	5.3993383	11.992	0.022	12.209	0.022	12.153	0.024	VI	CBe	-
J063940.73+025853.1	99.919734	2.9814401	12.020	0.024	12.229	0.023	12.053	0.027	VI	CBe	-
J064556.10+035041.0	101.48378	3.8447336	9.397	0.023	9.677	0.021	9.504	0.025	VI	CBe	-
J064201.67+030424.9	100.50698	3.0735948	12.500	0.025	12.705	0.031	12.605	0.027	VI	CBe	-
J064712.46+051938.0	101.80195	5.3272241	12.392	0.023	12.491	0.023	12.418	0.024	VI	CBe	-
J064537.75+050756.8	101.4073	5.1324697	12.097	0.022	12.290	0.026	12.204	0.026	VI	CBe	-
J063147.50+180121.5	97.947921	18.022643	12.812	0.024	12.946	0.025	12.841	0.028	VI	CBe	-
J063201.10+201447.4	98.004603	20.246517	12.847	0.024	12.921	0.025	12.897	0.026	VI	CBe	-
J063416.66+202513.0	98.569423	20.420298	12.582	0.026	12.714	0.023	12.642	0.025	VI	CBe	-
J062643.15+343747.4	96.679823	34.629852	12.308	0.023	12.537	0.025	12.397	0.021	VI	CBe	-
J175047.35+075904.9	267.6973298	7.9847137	13.540	0.026	13.572	0.040	13.584	0.049	VI	CBe	-
J184814.78+365708.4	282.0616181	36.9523521	13.737	0.025	13.833	0.046	13.793	0.050	VI	CBe	-
J192235.50+370519.2	290.647917	37.088667	12.890	0.024	12.964	0.022	12.949	0.032	VI	CBe	-
J191505.84+374647.9	288.774354	37.779989	9.559	0.023	9.667	0.016	9.608	0.019	VI	CBe	Star
J192755.20+371032.0	291.9800264	37.1755833	10.835	0.023	10.872	0.019	10.867	0.019	VI	CBe	RotationallyvariableStar
J192643.88+402522.9	291.682858	40.423053	13.085	0.025	13.156	0.021	13.115	0.035	VI	CBe	-
J191309.04+391845.7	288.287683	39.312719	10.319	0.022	10.437	0.020	10.361	0.018	VI	CBe	-
J193926.66+374642.7	294.861092	37.778544	13.720	0.025	14.267	0.053	13.934	-	VI	CBe	-
J194509.13+420607.0	296.288083	42.101969	13.215	0.038	13.324	0.026	13.275	0.032	VI	CBe	-
J231807.34+085338.1	349.530615	8.893933	13.739	0.026	13.742	0.025	13.707	0.051	VI	CBe	Star
J012208.07+231347.2	20.533654	23.229782	10.379	0.023	10.527	0.016	10.434	0.018	VI	CBe	Star
J030747.52+183328.3	46.9480311	18.5578646	12.890	0.024	12.923	0.026	12.946	0.027	VI	CBe	-
J051220.52+334143.6	78.085518	33.695451	13.578	0.027	13.785	0.040	13.689	0.046	VI	CBe	-
J051224.94+341308.6	78.103955	34.219063	14.263	0.033	14.360	0.049	14.374	0.061	VI	CBe	-
J051056.55+341856.3	77.73564	34.315643	13.932	0.028	14.007	0.043	14.001	0.051	VI	CBe	-
J051251.06+351159.3	78.212766	35.199808	13.191	0.025	13.353	0.037	13.209	0.029	VI	CBe	-
J055351.72+215537.2	88.465503	21.927011	13.361	0.026	13.476	0.026	13.440	0.030	VI	CBe	-
J060146.38+222052.3	90.443287	22.347882	12.790	0.024	12.945	0.035	12.841	0.026	VI	CBe	-
J053828.32+325446.9	84.618029	32.91305	14.175	0.029	14.355	0.036	14.263	0.055	VI	CBe	-
J053801.72+325426.9	84.507187	32.907485	13.337	0.026	13.498	0.026	13.454	0.037	VI	CBe	-
J053947.78+332303.9	84.94911	33.384443	13.206	0.026	13.358	0.026	13.247	0.031	VI	CBe	-
J054024.59+333558.1	85.102498	33.599487	13.623	0.029	14.010	-	14.003	0.054	VI	CBe	-
J054013.93+331458.7	85.058064	33.249659	12.696	0.027	12.860	0.032	12.813	0.033	VI	CBe	-
J053625.03+343924.5	84.104292	34.656815	13.031	0.026	13.272	0.028	13.152	0.030	VI	CBe	-
J003550.09+433316.1	8.9587102	43.554495	15.083	0.033	15.016	0.085	14.948	0.103	VI	CBe	-
J052559.84+304352.9	81.499346	30.731384	12.990	0.024	13.161	0.023	13.055	0.031	VI	CBe	-
J052643.49+291201.8	81.681249	29.200506	14.356	0.031	14.548	0.050	14.424	0.060	VI	CBe	-
J051558.12+302512.7	78.992169	30.420206	13.371	0.027	13.520	0.030	13.421	0.035	VI	CBe	-
J060331.42+313041.3	90.880943	31.511496	13.716	0.029	14.026	0.052	13.951	0.051	VI	CBe	-
J060445.14+311005.6	91.188094	31.16823	12.877	0.031	13.156	0.041	13.040	0.040	VI	CBe	-
J055731.05+352835.0	89.379384	35.476401	14.115	0.029	14.281	0.063	14.170	0.056	VI	CBe	-
J044522.08+331409.8	71.342008	33.236079	14.536	0.032	14.716	0.048	14.501	0.064	VI	CBe	-
J044910.42+321620.4	72.29342	32.272334	13.465	0.026	13.866	0.033	13.750	0.042	VI	CBe	-
J045355.17+331326.5	73.479894	33.224055	15.224	0.040	15.459	0.085	15.341	0.142	VI	CBe	-
J044559.65+345351.9	71.498572	34.897774	13.846	0.029	14.155	0.049	13.975	0.047	VI	CBe	-
J053716.05+260619.3	84.316913	26.105378	13.757	0.028	14.113	0.041	13.931	0.048	VI	CBe	-
J054335.88+304939.2	85.899515	30.827564	13.698	0.027	14.096	0.036	13.903	0.049	VI	CBe	-
J053858.40+331942.5	84.743353	33.328488	12.603	0.024	12.828	0.023	12.713	0.023	VI	CBe	-
J053259.79+330110.6	83.249147	33.019616	13.848	0.028	13.992	0.035	13.975	0.048	VI	CBe	-
J053836.75+344659.7	84.65314	34.783268	12.984	0.028	13.265	0.028	13.134	0.028	VI	CBe	-
J051052.47+335519.3	77.718646	33.922041	14.011	0.029	14.326	0.053	14.195	0.060	VI	CBe	-
J051225.37+330432.4	78.10571	33.075682	13.594	0.036	13.915	0.058	13.807	0.054	VI	CBe	-
J051106.79+333643.1	77.778324	33.611989	14.400	0.033	14.508	0.052	14.570	0.086	VI	CBe	-
J052937.60+315917.1	82.406683	31.98811	14.538	0.032	14.841	0.058	14.721	0.088	VI	CBe	-
J051421.11+310430.2	78.587972	31.07508	15.101	0.042	15.301	0.113	14.990	0.129	VI	CBe	-
J051438.66+311925.5	78.661096	31.323768	15.306	0.047	15.545	0.140	15.480	0.196	VI	CBe	-
J052640.38+311704.2	81.668285	31.284508	14.433	0.039	14.736	0.056	14.556	0.100	VI	CBe	-
J052807.40+310921.9	82.030841	31.156098	13.732	0.028	14.112	0.044	13.881	0.049	VI	CBe	-
J051241.34+322620.4	78.172273	32.439027	15.125	0.041	15.364	0.123	15.389	0.155	VI	CBe	-
J004741.62+385957.2	11.923437	38.999244	14.811	0.030	15.073	0.066	14.974	0.103	VI	CBe	-
J054519.38+234915.3	86.330772	23.820919	14.343	0.033	14.505	0.055	14.444	0.066	VI	CBe	-
J055457.01+255825.1	88.737555	25.973642	13.218	0.025	13.352	0.026	13.275	0.027	VI	CBe	-
J055356.18+255557.6	88.484085	25.932689	12.712	0.024	13.156	0.032	12.965	0.032	VI	CBe	-
J054532.51+252944.2	86.385497	25.495613	13.135	0.026	13.440	-	13.295	-	VI	CBe	-
J055100.77+240653.9	87.753212	24.114977	12.858	0.027	13.147	0.030	12.925	0.028	VI	CBe	-
J055124.73+270058.8	87.853065	27.016353	12.713	0.024	13.070	0.032	12.846	0.030	VI	CBe	-
J055012.45+264341.7	87.551901	26.728275	12.614	0.025	13.106	0.028	12.906	0.027	VI	CBe	-
J054812.13+250618.9	87.050546	25.105254	14.732	0.035	14.828	0.071	14.836	0.113	VI	CBe	-
J054831.90+251106.1	87.132951	25.185043	14.387	0.033	14.601	0.058	14.532	0.079	VI	CBe	-
J054529.57+233219.0	86.373211	23.538628	14.375	0.032	14.841	0.092	14.692	0.095	VI	CBe	-
J055618.56+243436.6	89.077351	24.576836	14.311	0.031	14.558	0.044	14.371	0.060	VI	CBe	-
J053930.47+253812.6	84.876978	25.636847	14.714	0.037	14.787	0.060	14.736	0.083	VI	CBe	-
J053848.77+251225.2	84.703237	25.207003	14.447	0.035	14.640	0.048	14.476	0.060	VI	CBe	-
J054747.37+252812.5	86.947394	25.470155	14.369	0.031	14.614	0.054	14.512	0.072	VI	CBe	-
J060145.57+262818.0	90.439916	26.471686	14.342	0.083	14.628	0.055	14.448	0.062	VI	CBe	-
J060818.71+242847.2	92.077981	24.479796	14.142	0.036	14.341	0.038	14.302	0.053	VI	CBe	StarinCluster
J055530.54+261055.9	88.877282	26.182218	12.494	0.024	12.753	0.024	12.600	0.020	VI	CBe	-
J055530.71+254907.8	88.877976	25.818856	13.391	0.027	13.606	0.029	13.508	0.031	VI	CBe	-
J055557.57+262651.0	88.989903	26.447521	13.711	0.028	13.899	0.029	13.825	0.037	VI	CBe	-
J055619.22+273532.9	89.080104	27.59248	12.127	0.023	12.581	0.022	12.374	0.020	VI	CBe	-
J055359.78+265440.3	88.499116	26.9112	13.930	0.029	14.121	0.026	14.016	0.039	VI	CBe	-
J055724.63+274707.6	89.352656	27.785453	12.925	0.025	13.109	0.024	12.978	0.025	VI	CBe	-
J055541.09+245853.3	88.92123	24.981482	13.701	0.027	13.877	0.031	13.720	0.036	VI	CBe	-
J061041.26+252945.5	92.671921	25.495976	13.946	0.031	14.164	0.043	14.086	0.041	VI	CBe	-
J055536.06+254827.0	88.900284	25.807514	13.382	0.028	13.678	0.030	13.569	0.032	VI	CBe	-
J060618.34+284342.1	91.576453	28.728369	14.268	0.030	14.426	0.044	14.297	0.056	VI	CBe	-
J060723.82+284903.3	91.849273	28.817585	14.661	0.034	14.745	0.052	14.679	0.069	VI	CBe	-
J060035.21+282615.6	90.146745	28.437675	13.054	0.025	13.218	0.027	13.099	0.026	VI	CBe	WhiteDwarfCandidate
J064502.49+245301.6	101.26039	24.883792	14.797	0.034	14.842	0.078	14.815	0.118	VI	CBe	-
J064049.23+254740.1	100.20513	25.794479	14.860	0.035	15.001	0.084	14.861	0.087	VI	CBe	-
J062931.92+310758.6	97.383	31.132969	13.882	0.027	14.035	0.035	13.945	0.046	VI	CBe	-
J063711.85+331529.8	99.299378	33.258288	14.298	0.029	14.397	0.045	14.288	0.074	VI	CBe	-
J062553.70+334925.3	96.473763	33.823708	13.693	0.027	13.775	0.034	13.672	0.038	VI	CBe	-
J062757.30+343731.5	96.988775	34.625425	14.381	0.031	14.443	0.051	14.414	0.072	VI	CBe	-
J062633.13+250736.8	96.63805	25.126898	13.279	0.026	13.365	0.026	13.247	0.034	VI	CBe	-
J062537.10+244409.1	96.404602	24.735884	14.665	0.035	14.795	0.050	14.713	0.077	VI	CBe	-
J062953.01+272542.8	97.47089	27.428559	13.985	0.030	14.084	0.040	14.055	0.055	VI	CBe	-
J062643.04+260423.3	96.679344	26.07314	14.188	0.032	14.332	0.041	14.265	0.058	VI	CBe	-
J062921.83+261202.5	97.340996	26.200714	13.491	0.027	13.656	0.031	13.638	0.039	VI	CBe	-
J063001.86+254413.7	97.507764	25.73714	14.022	0.030	14.105	0.034	14.018	0.046	VI	CBe	-
J063225.43+251913.6	98.105999	25.32045	14.579	0.035	14.720	0.053	14.560	0.062	VI	CBe	-
J063455.58+253115.6	98.731594	25.521012	14.631	0.034	14.758	0.051	14.644	0.070	VI	CBe	-
J063623.42+252307.1	99.097606	25.385306	14.634	0.033	14.858	0.062	14.806	0.086	VI	CBe	-
J061835.30+260602.5	94.647101	26.10072	14.284	0.031	14.365	0.041	14.265	0.051	VI	CBe	-
J062151.24+270409.9	95.463518	27.069417	14.340	0.034	14.441	0.048	14.413	0.055	VI	CBe	-
J062619.23+273708.4	96.580154	27.619013	13.169	0.026	13.239	0.026	13.202	0.026	VI	CBe	-
J073750.00+351010.9	114.45837	35.169709	14.529	0.029	14.699	0.055	14.691	0.086	VI	CBe	-
J074336.12+262849.5	115.90051	26.480433	13.577	0.026	13.706	0.028	13.621	0.035	VI	CBe	-
J050629.07+324141.9	76.621125	32.69499	13.221	0.025	13.361	0.032	13.276	0.033	VI	CBe	-
J050355.17+340423.8	75.97989	34.073291	14.443	0.032	14.472	0.069	14.348	0.059	VI	CBe	-
J064445.98+324017.6	101.19161	32.67158	13.851	0.028	13.887	0.037	13.875	0.049	VI	CBe	-
J062712.47+322031.8	96.80198	32.342193	16.231	0.078	16.148	-	15.809	-	VI	CBe	-
J052614.34+223516.5	81.559759	22.587932	15.714	0.060	16.016	0.163	15.720	0.234	VI	CBe	-
J055557.52+221542.0	88.989669	22.261672	15.217	0.048	15.545	0.103	15.324	0.138	VI	CBe	-
J055655.09+221659.4	89.229561	22.283167	15.083	0.043	15.305	0.084	15.107	0.112	VI	CBe	-
J055908.99+221328.1	89.787485	22.224497	14.733	0.035	15.202	0.097	14.898	0.092	VI	CBe	-
J055800.19+224331.5	89.500806	22.725438	14.601	0.034	14.940	0.055	14.685	0.082	VI	CBe	-
J055335.85+220639.4	88.399405	22.110951	14.550	0.036	14.699	0.052	14.551	0.079	VI	CBe	-
J055647.94+243236.0	89.19979	24.543353	14.590	0.035	14.878	0.060	14.725	0.082	VI	CBe	-
J060041.80+234709.4	90.174199	23.785951	14.034	0.030	14.374	0.053	14.106	0.043	VI	CBe	-
J055927.12+263016.6	89.863006	26.504619	15.000	0.041	16.154	0.189	15.667	0.203	VI	CBe	-
J060606.12+244653.7	91.525508	24.78161	14.888	0.041	15.032	0.060	14.848	0.088	VI	CBe	-
J060232.88+245808.0	90.637027	24.968904	14.605	0.033	14.838	0.073	14.763	0.087	VI	CBe	-
J054738.64+250552.9	86.911019	25.098048	14.738	0.038	14.866	0.066	14.799	0.096	VI	CBe	-
J054928.69+250641.7	87.36957	25.111604	14.580	0.033	14.739	0.059	14.489	0.072	VI	CBe	-
J054828.41+252816.8	87.118402	25.47135	14.642	0.035	14.923	0.075	14.758	0.088	VI	CBe	-
J053035.26+222756.8	82.646922	22.465795	14.358	0.033	14.805	0.048	14.657	0.077	VI	CBe	-
J053733.85+252653.4	84.391074	25.448186	13.873	0.029	14.005	0.037	13.931	0.044	VI	CBe	-
J053640.60+265313.9	84.169191	26.8872	13.013	0.024	13.197	0.026	13.109	0.026	VI	CBe	-
J054347.44+252658.3	85.947681	25.44954	13.684	0.027	13.801	0.031	13.748	0.039	VI	CBe	-
J065236.25+241135.4	103.15106	24.193167	13.604	0.026	13.692	0.032	13.699	0.041	VI	CBe	-
J023245.33+353600.7	38.188881	35.600206	14.672	0.030	14.730	0.063	14.833	0.092	VI	CBe	-
J011928.87+490109.3	19.870333	49.019264	14.196	0.028	14.061	0.042	14.088	0.063	VI	CBe	-
J060007.30+382045.0	90.03044	38.345848	12.571	0.024	12.665	0.030	12.572	0.028	VI	CBe	-
J055157.97+363312.6	87.99157	36.553501	12.044	0.024	12.156	0.030	12.078	0.021	VI	CBe	-
J060659.14+382453.7	91.746431	38.414925	12.011	0.024	12.160	0.024	12.039	0.023	VI	CBe	-
J235945.71+303732.5	359.94046	30.625704	12.603	0.024	12.817	0.021	12.672	0.029	VI	CBe	-
J000537.79+313058.9	1.407474	31.516388	10.501	0.023	10.596	0.018	10.513	0.017	VI	CBe	Star
J065152.10+151833.5	102.96712	15.309309	12.852	0.025	12.914	0.026	12.859	0.030	VI	CBe	-
J065109.05+154755.9	102.78773	15.798867	9.026	0.022	9.193	0.026	9.085	0.020	VI	CBe	-
J030305.10+424608.2	45.771269	42.76897	13.478	0.085	13.608	0.040	13.569	0.047	VI	CBe	-
J030736.57+434122.5	46.902375	43.689598	12.270	0.022	12.391	0.021	12.331	0.022	VI	CBe	-
J025058.74+443731.6	42.744757	44.625446	13.093	0.025	13.208	0.037	13.169	0.042	VI	CBe	-
J033943.51+382038.8	54.931321	38.344131	12.522	0.024	12.647	0.021	12.570	0.026	VI	CBe	-
J032823.23+402633.8	52.09682	40.44274	12.738	0.024	12.815	0.026	12.786	0.030	VI	CBe	-
J051149.75+450007.9	77.957313	45.002214	12.546	0.024	12.770	0.035	12.681	0.028	VI	CBe	-
J051054.82+472745.6	77.728426	47.462688	10.749	0.023	10.886	0.030	10.804	0.020	VI	CBe	Star
J050140.26+474206.5	75.417767	47.701812	11.814	0.023	12.039	0.030	11.905	0.022	VI	CBe	-
J051345.62+483303.3	78.440119	48.550931	12.674	0.024	12.800	0.023	12.699	0.031	VI	CBe	-
J051802.94+463209.9	79.512258	46.536103	12.411	0.024	12.597	0.031	12.476	0.026	VI	CBe	-
J050555.11+471658.0	76.479626	47.282794	12.296	0.024	12.473	0.031	12.432	0.024	VI	CBe	-
J071953.67-005018.2	109.97364	-0.8384048	12.458	0.024	12.480	0.022	12.431	0.027	VI	CBe	-
J052746.00+311624.0	81.941704	31.273334	11.570	0.023	11.717	0.027	11.619	0.019	VI	CBe	-
J051437.22+303729.4	78.65512	30.624856	12.075	0.025	12.232	0.017	12.150	0.021	VI	CBe	-
J041920.42+340947.5	64.835122	34.163204	16.111	0.067	15.712	0.162	15.723	0.260	VI	CBe	-
J041407.18+324302.2	63.529951	32.717302	16.025	0.061	16.158	0.165	15.971	0.232	VI	CBe	-
J041807.40+331130.6	64.530842	33.19186	15.467	0.049	15.616	0.094	15.757	0.170	VI	CBe	-
J054730.97+264123.0	86.879077	26.689744	12.257	0.024	12.670	0.025	12.498	0.025	VI	CBe	-
J053453.25+283058.6	83.721901	28.516289	12.597	0.023	13.094	0.025	12.896	0.025	VI	CBe	-
J053720.46+243630.8	84.335255	24.608581	14.309	0.032	14.650	0.054	14.455	0.060	VI	CBe	-
J053832.49+244127.0	84.635398	24.690834	15.031	0.042	15.892	0.138	15.708	0.211	VI	CBe	-
J053306.35+243543.9	83.276476	24.595528	14.262	0.031	14.512	0.044	14.357	0.054	VI	CBe	-
J053318.40+265536.0	83.326708	26.926678	14.738	0.037	15.102	0.087	14.882	0.087	VI	CBe	-
J053654.49+265433.7	84.227043	26.909385	13.262	0.030	13.503	0.026	13.390	0.030	VI	CBe	-
J054834.04+253401.8	87.141849	25.567188	14.040	0.030	14.307	0.045	14.197	0.056	VI	CBe	-
J054544.73+251912.3	86.436384	25.320084	14.244	0.031	14.542	0.051	14.293	0.066	VI	CBe	-
J054156.03+251623.4	85.483467	25.27318	15.012	0.040	15.257	0.096	15.135	0.135	VI	CBe	-
J053159.24+262744.0	82.99684	26.462236	14.333	0.032	14.684	0.049	14.376	0.061	VI	CBe	-
J070458.05+223822.4	106.24188	22.639583	14.509	0.030	14.626	0.055	14.619	0.071	VI	CBe	-
J064500.33+214831.8	101.2514	21.808836	11.945	0.023	11.984	0.022	11.909	0.022	VI	CBe	Star
J060034.26+165257.7	90.142775	16.882705	12.134	0.024	12.342	0.021	12.252	0.022	VI	CBe	-
J060423.74+180041.9	91.098935	18.011641	9.669	0.024	10.049	0.027	9.918	0.025	VI	CBe	Star                                     
J060036.11+142530.8	90.150464	14.425243	12.700	0.023	12.863	0.024	12.713	0.024	VI	CBe	-
J062811.33+004654.5	97.047214	0.781809	11.528	0.023	11.785	0.022	11.665	0.023	VI	CBe	-
J062834.45+030559.7	97.143551	3.0999313	12.311	0.022	12.475	0.029	12.389	0.024	VI	CBe	StarinCluster
J063535.19+013958.4	98.896642	1.6662237	12.329	0.023	12.469	0.029	12.387	0.024	VI	CBe	-
J062003.85+012256.9	95.016083	1.3824919	11.636	0.023	11.835	0.024	11.718	0.027	VI	CBe	-
J062939.48+005504.4	97.41452	0.9178937	9.503	0.023	9.816	0.026	9.634	0.026	VI	CBe	-
J062318.72+025956.1	95.828011	2.9989199	11.303	0.022	11.425	0.023	11.353	0.021	VI	CBe	-
J055156.62+342252.9	87.985935	34.381377	13.700	0.028	13.984	0.040	13.868	0.043	VI	CBe	-
J054305.08+303014.6	85.771179	30.504074	14.450	0.035	14.806	0.058	14.622	0.078	VI	CBe	-
J054736.60+295809.8	86.902538	29.969395	14.436	0.032	14.766	0.077	14.702	0.093	VI	CBe	-
J054728.15+313243.0	86.867331	31.5453	15.493	0.048	15.796	0.146	15.601	-	VI	CBe	-
J054325.29+310333.5	85.855404	31.059308	15.104	0.041	15.352	0.087	15.353	0.147	VI	CBe	-
J053905.97+335319.6	84.774899	33.888805	15.079	0.039	15.267	0.073	15.078	0.112	VI	CBe	-
J053838.00+323230.9	84.658351	32.541935	15.297	0.045	15.746	0.102	15.529	0.169	VI	CBe	-
J053818.66+322825.2	84.577772	32.473678	14.598	0.034	14.857	0.059	14.802	0.090	VI	CBe	-
J054713.60+313007.8	86.806687	31.502171	14.244	0.032	14.601	0.071	14.470	0.082	VI	CBe	-
J054323.78+222736.7	85.849087	22.460211	15.364	0.049	15.350	0.110	15.270	0.171	VI	CBe	-
J054531.61+241424.7	86.381716	24.240209	14.865	0.036	15.053	0.084	15.095	0.128	VI	CBe	-
J054613.85+233636.5	86.557737	23.610154	14.954	0.041	15.122	0.080	15.061	0.114	VI	CBe	-
J054425.45+233949.6	86.106075	23.663791	14.736	0.037	15.078	0.098	14.972	0.103	VI	CBe	-
J055000.53+225530.8	87.502236	22.925238	14.900	0.039	15.405	0.096	15.260	0.130	VI	CBe	-
J053913.84+243318.6	84.807682	24.555191	14.309	0.032	14.465	0.046	14.357	0.061	VI	CBe	-
J055111.23+311242.2	87.796799	31.211729	13.960	0.029	13.996	0.043	13.992	0.052	VI	CBe	-
J053254.57+293305.6	83.227401	29.55157	15.108	0.045	15.312	0.083	15.083	0.124	VI	CBe	-
J053835.86+323903.5	84.649425	32.650994	14.782	0.036	15.035	0.063	14.874	0.093	VI	CBe	-
J061808.72+244509.7	94.536374	24.752701	15.313	0.046	15.364	0.081	15.309	0.112	VI	CBe	-
J061006.16+253242.7	92.525668	25.545202	15.164	0.040	15.742	0.121	15.579	0.152	VI	CBe	-
J061509.16+262042.3	93.788194	26.345089	14.700	0.035	14.993	0.054	15.071	0.102	VI	CBe	-
J051422.66+320409.9	78.594431	32.06942	14.177	0.030	14.411	0.052	14.231	0.067	VI	CBe	-
J055014.64+184056.5	87.561035	18.682383	10.997	0.023	11.098	0.032	11.013	0.019	VI	CBe	Star
J055128.78+203847.1	87.869933	20.646434	11.453	0.023	11.569	0.021	11.516	0.019	VI	CBe	-
J055222.83+204152.3	88.095161	20.697878	10.898	0.062	11.286	0.030	11.082	0.044	VI	CBe	-
J055517.70+192342.2	88.823766	19.395076	12.428	0.024	12.550	0.021	12.496	0.023	VI	CBe	-
J055807.07+184449.0	89.529477	18.746954	11.391	0.023	11.847	0.024	11.601	0.023	VI	CBe	-
J055720.43+195646.7	89.335158	19.946316	10.411	0.023	10.529	0.019	10.467	0.018	VI	CBe	Star
J055541.55+200015.6	88.923139	20.004352	12.093	0.024	12.185	0.023	12.120	0.021	VI	CBe	-
J060308.04+194211.0	90.783541	19.703062	11.807	0.024	12.012	0.021	11.885	0.017	VI	CBe	-
J054725.50+211038.9	86.856256	21.177488	11.337	0.023	11.624	0.023	11.478	0.021	VI	CBe	-
J055521.55+200618.7	88.839793	20.105215	12.263	0.024	12.381	0.024	12.348	0.022	VI	CBe	-
J065818.64+215401.7	104.57768	21.900489	15.235	0.041	15.159	0.083	15.243	0.134	VI	CBe	-
J065453.71+230622.6	103.7238	23.106286	13.602	0.029	13.617	0.037	13.619	0.039	VI	CBe	-
J065324.94+244527.4	103.35395	24.757636	12.358	0.023	12.442	0.022	12.382	0.022	VI	CBe	-
J070358.24+221913.8	105.9927	22.320501	12.213	0.023	12.275	0.022	12.271	0.021	VI	CBe	-
J042459.53+523103.6	66.248064	52.517679	12.129	0.023	12.254	0.029	12.208	0.024	VI	CBe	-
J075532.99+005910.2	118.88748	0.986192	12.685	0.024	12.719	0.030	12.611	0.029	VI	CBe	-
J053815.89+570128.3	84.566227	57.024539	9.779	0.024	9.888	0.015	9.833	0.019	VI	CBe	Star
J065509.42+575523.2	103.78928	57.923116	12.605	0.024	12.710	0.026	12.652	0.024	VI	CBe	-
J070346.76+565729.6	105.94484	56.958233	11.219	0.023	11.308	0.033	11.256	0.023	VI	CBe	Star
J083750.49-050316.8	129.4604	-5.05468	10.796	0.023	10.894	0.026	10.837	0.021	VI	CBe	Star
J120343.80+235708.3	180.932529	23.952306	13.416	0.024	13.517	0.023	13.417	0.036	VI	CBe	-
